site_id,floor_id,track_id,duration,length
5d27075f03f801723c2e360f,F1,5dde63965483f600068d3805,72.936,67.65368894030047
5d27075f03f801723c2e360f,F1,5daeefb4018cb70006a259e5,74.843,79.85216323687148
5d27075f03f801723c2e360f,F1,5da6e6adab074400064325d0,38.364,30.812920997316716
5d27075f03f801723c2e360f,F1,5dc121684526c70006cc79fb,42.765,24.740020194793857
5d27075f03f801723c2e360f,F1,5dde63a329163b0006be6895,30.495,24.830339493217984
5d27075f03f801723c2e360f,F1,5da6c7280593fc0006699ef0,66.045,75.837306289335
5d27075f03f801723c2e360f,F1,5dde63a729163b0006be689b,35.149,35.652098952788165
5d27075f03f801723c2e360f,F1,5dc1287fbce0a000068ae757,46.814,38.96809639739186
5d27075f03f801723c2e360f,F1,5da6d2af0593fc0006699f90,35.919,26.752563142078234
5d27075f03f801723c2e360f,F1,5da6e6900593fc000669a121,42.233,37.67619224858635
5d27075f03f801723c2e360f,F1,5da9a315df065a00069be73d,73.386,83.75930465230539
5d27075f03f801723c2e360f,F1,5da6f570ab0744000643268b,102.468,69.62732245471726
5d27075f03f801723c2e360f,F1,5da6f567ab07440006432683,93.784,67.02790632488629
5d27075f03f801723c2e360f,F1,5da6f54eab07440006432673,45.181,25.784740540362282
5d27075f03f801723c2e360f,F1,5da9a28b18410e00067e67ac,43.649,51.28821285880906
5d27075f03f801723c2e360f,F1,5dde63a25483f600068d3811,45.885,38.74308375541598
5d27075f03f801723c2e360f,F1,5da6c0536c36940006661fdc,104.075,99.78469895944396
5d27075f03f801723c2e360f,F1,5da6d2a7ab0744000643242a,114.466,110.16772942480269
5d27075f03f801723c2e360f,F1,5da6e6990593fc000669a125,118.366,102.1324841091708
5d27075f03f801723c2e360f,F1,5da6c21f0593fc0006699e9f,92.073,97.49365728241754
5d27075f03f801723c2e360f,F1,5da6c7140593fc0006699eec,34.209,35.10160616638619
5d27075f03f801723c2e360f,F1,5dc152fa4526c70006cc7b79,45.112,33.05067952299888
5d27075f03f801723c2e360f,F1,5da9a183df065a00069be6f9,44.158,56.71889425803856
5d27075f03f801723c2e360f,F1,5da9a233df065a00069be71d,63.481,73.48836013834033
5d27075f03f801723c2e360f,F1,5da9a18118410e00067e677e,116.95,92.21542155879355
5d27075f03f801723c2e360f,F1,5da6c0726c36940006661fe4,217.248,168.38120424330717
5d27075f03f801723c2e360f,F1,5da9a35edf065a00069be73f,121.476,127.07339735452122
5d27075f03f801723c2e360f,F1,5da6c048aee18f0006a0ef16,268.003,262.16197490369916
5d27075f03f801723c2e360f,F1,5da6e67dab074400064325b5,90.45,78.23411602848674
5d27075f03f801723c2e360f,F1,5da9a289df065a00069be72d,88.687,116.16874230890673
5d27075f03f801723c2e360f,F1,5da6d2aa0593fc0006699f8c,169.743,137.03910861247329
5d27075f03f801723c2e360f,F1,5dde63a929163b0006be689d,51.088,47.9856972919994
5d27075f03f801723c2e360f,F1,5da6e6a00593fc000669a12b,118.445,113.85107616877079
5d27075f03f801723c2e360f,F1,5da9a375df065a00069be745,57.945,75.92847515732129
5d27075f03f801723c2e360f,F1,5da6d2acab0744000643242e,66.977,65.97371963455603
5d27075f03f801723c2e360f,F1,5da6d28a0593fc0006699f82,144.502,125.73772082782563
5d27075f03f801723c2e360f,F1,5dc12498bce0a000068ae72c,40.91,26.532546009140013
5d27075f03f801723c2e360f,F1,5da6c0646c36940006661fe0,269.618,245.78490339585508
5d27075f03f801723c2e360f,F1,5da6f55b0593fc000669a1ab,32.863,25.396070167464334
5d27075f03f801723c2e360f,F1,5da6e69b0593fc000669a127,46.377,52.13160979335213
5d27075f03f801723c2e360f,F1,5da6c084aee18f0006a0ef21,143.371,155.6983583697967
5d27075f03f801723c2e360f,F1,5dc13c4d4526c70006cc7ac4,64.601,47.23797590182457
5d27075f03f801723c2e360f,F1,5da9a1f118410e00067e6790,105.744,113.22089125865358
5d27075f03f801723c2e360f,F1,5dde637c29163b0006be688d,55.162,56.922434696885084
5d27075f03f801723c2e360f,F1,5da6d2730593fc0006699f7c,31.682,34.21611510467978
5d27075f03f801723c2e360f,F1,5dde63a15483f600068d380f,103.506,91.81719726003105
5d27075f03f801723c2e360f,F1,5da6d28dab07440006432420,87.344,76.8590679936827
5d27075f03f801723c2e360f,F1,5da6c70f0593fc0006699eea,79.464,66.76001908967635
5d27075f03f801723c2e360f,F1,5dc128804526c70006cc7a08,37.268,30.363371576301454
5d27075f03f801723c2e360f,F1,5dde637b29163b0006be688b,49.064,50.25626199756506
5d27075f03f801723c2e360f,F1,5da9a284df065a00069be72b,51.95,42.745667526619364
5d27075f03f801723c2e360f,F1,5da6e6a8ab074400064325cc,76.259,64.40431109652266
5d27075f03f801723c2e360f,F1,5dc13f54bce0a000068ae805,51.051,46.82328479020357
5d27075f03f801723c2e360f,F1,5da6e68dab074400064325c4,187.261,167.80813121555687
5d27075f03f801723c2e360f,F1,5dde639f5483f600068d380d,89.779,81.89094900714323
5d27075f03f801723c2e360f,F1,5dc13d854526c70006cc7ad2,44.335,35.72718033157878
5d27075f03f801723c2e360f,F1,5da6c70a0593fc0006699ee8,160.922,163.97379318074897
5d27075f03f801723c2e360f,F1,5da9a190df065a00069be701,54.395,45.223567464488816
5d27075f03f801723c2e360f,F1,5dde639129163b0006be688f,121.72,124.9031981632098
5d27075f03f801723c2e360f,F1,5da6dce0ab074400064324ba,45.509,39.33264795692415
5d27075f03f801723c2e360f,F1,5da6e69d0593fc000669a129,68.815,65.33533082695794
5d27075f03f801723c2e360f,F1,5dc11fa0bce0a000068ae6ea,45.532,37.1235296472821
5d27075f03f801723c2e360f,F1,5da6dd000593fc000669a015,301.463,236.2362739962089
5d27075f03f801723c2e360f,F1,5da6c7260593fc0006699eee,120.076,102.80920522883547
5d27075f03f801723c2e360f,F1,5da9a37cdf065a00069be749,70.937,86.7815361119399
5d27075f03f801723c2e360f,F1,5dc15416bce0a000068ae8d0,42.786,36.7136732698581
5d27075f03f801723c2e360f,F1,5dc12f0fbce0a000068ae790,52.792,33.31799929840781
5d27075f03f801723c2e360f,F1,5da6c722ab074400064323a0,297.389,257.47697148785034
5d27075f03f801723c2e360f,F1,5da6c07c6c36940006661fe6,148.089,106.52983767590696
5d27075f03f801723c2e360f,F1,5da9a22ddf065a00069be719,58.761,56.37786405427873
5d27075f03f801723c2e360f,F1,5da6d2ad0593fc0006699f8e,34.953,32.644504483251026
5d27075f03f801723c2e360f,F1,5da9a2f518410e00067e67b2,32.135,33.72683650956749
5d27075f03f801723c2e360f,F1,5da6dcd40593fc000669a009,120.62,129.71686911371447
5d27075f03f801723c2e360f,F1,5da9a24618410e00067e67a0,90.619,105.79293912710085
5d27075f03f801723c2e360f,F1,5dc1274dbce0a000068ae748,54.375,41.629173201304496
5d27075f03f801723c2e360f,F1,5da9a175df065a00069be6f7,35.017,29.403481420224303
5d27075f03f801723c2e360f,F1,5da6e6a4ab074400064325c8,193.189,147.75195870424756
5d27075f03f801723c2e360f,F1,5dc1473a4526c70006cc7b1e,37.51,24.734209008955645
5d27075f03f801723c2e360f,F1,5dde639d5483f600068d380b,103.969,92.27828564724457
5d27075f03f801723c2e360f,F1,5da6dcd0ab074400064324b8,39.117,36.37405856134938
5d27075f03f801723c2e360f,F1,5da6f5740593fc000669a1bd,137.36,90.53482988475812
5d27075f03f801723c2e360f,F1,5dc12be44526c70006cc7a1d,62.613,45.019530079834055
5d27075f03f801723c2e360f,F1,5da9a27218410e00067e67a2,36.233,37.50104747479821
5d27075f03f801723c2e360f,F1,5dde63a85483f600068d3815,43.347,44.411069603079824
5d27075f03f801723c2e360f,F1,5dc12661bce0a000068ae738,53.944,44.26150213229218
5d27075f03f801723c2e360f,F1,5daeefb5e415cd00066294e0,31.103,32.24287809374093
5d27075f03f801723c2e360f,F1,5da9a37218410e00067e67c0,46.055,55.52040383600314
5d27075f03f801723c2e360f,F1,5da9a52318410e00067e67ca,34.397,33.731264381514094
5d27075f03f801723c2e360f,F1,5dde63a65483f600068d3813,30.318,29.27352968496154
5d27075f03f801723c2e360f,F1,5da6d286ab0744000643241c,141.796,159.13168142061852
5d27075f03f801723c2e360f,F1,5da6c712ab0744000643239e,61.902,57.04524697434852
5d27075f03f801723c2e360f,F1,5dc1408abce0a000068ae816,42.255,29.20275664000659
5d27075f03f801723c2e360f,F1,5da6c0506c36940006661fda,101.855,76.95080853500764
5d27075f03f801723c2e360f,F1,5da9a23818410e00067e679c,88.067,91.31810459164447
5d27075f03f801723c2e360f,F1,5da9a1e3df065a00069be707,46.57,58.837119969907356
5d27075f03f801723c2e360f,F1,5da9a1e818410e00067e678c,47.821,51.52825769599695
5d27075f03f801723c2e360f,F1,5da9a274df065a00069be727,45.408,53.87909615853551
5d27075f03f801723c2e360f,F1,5dde63a529163b0006be6899,32.267,31.46958616704865
5d27075f03f801723c2e360f,F1,5da6f56a0593fc000669a1b3,114.185,76.1318796238846
5d27075f03f801723c2e360f,F1,5da6d29aab07440006432426,283.483,246.475214768314
5d27075f03f801723c2e360f,F1,5dde63995483f600068d3807,105.005,98.4781426108806
5d27075f03f801723c2e360f,F1,5da6e679ab074400064325b3,35.869,24.82204936520261
5d27075f03f801723c2e360f,F2,5da7e4d4476f600006adce17,45.495,40.5960471671275
5d27075f03f801723c2e360f,F2,5da7e4deaec4b20006154c3f,49.013,46.01005841293484
5d27075f03f801723c2e360f,F2,5da98e4d18410e00067e6770,37.225,39.69239560703077
5d27075f03f801723c2e360f,F2,5dc1397abce0a000068ae7e5,51.68,41.41661201974299
5d27075f03f801723c2e360f,F2,5dc26d3c06f7170006adddf0,69.237,58.29977976033647
5d27075f03f801723c2e360f,F2,5da7e464476f600006adce0a,85.497,86.6607486560401
5d27075f03f801723c2e360f,F2,5de0b2f9bbb32e0006603ca0,101.086,26.661702576147682
5d27075f03f801723c2e360f,F2,5da7d1e3aec4b20006154af3,107.352,108.98057401088042
5d27075f03f801723c2e360f,F2,5de0b2f891ec850006b96740,115.091,9.507845128883625
5d27075f03f801723c2e360f,F2,5da98d4adf065a00069be6c6,54.653,47.44124102863489
5d27075f03f801723c2e360f,F2,5dc136f2bce0a000068ae7d0,50.576,33.921076932636616
5d27075f03f801723c2e360f,F2,5dc1397bbce0a000068ae7e7,35.2,27.456446242221944
5d27075f03f801723c2e360f,F2,5da7f0d1aec4b20006154cb7,64.338,71.0854370924013
5d27075f03f801723c2e360f,F2,5dc135c5bce0a000068ae7ca,51.475,47.18878658768928
5d27075f03f801723c2e360f,F2,5da96eca45eb0f0006d21389,85.728,62.69882556974588
5d27075f03f801723c2e360f,F2,5da7e3e0aec4b20006154c1a,55.939,45.07178555911845
5d27075f03f801723c2e360f,F2,5da7f0bd476f600006adce91,203.478,211.21657391743508
5d27075f03f801723c2e360f,F2,5da7f7ee476f600006adcef2,299.493,265.54918569030445
5d27075f03f801723c2e360f,F2,5da7d1e9aec4b20006154af5,131.364,133.313223855702
5d27075f03f801723c2e360f,F2,5da98ef318410e00067e6777,90.466,92.23413910147454
5d27075f03f801723c2e360f,F2,5de0a58b91ec850006b96726,55.618,19.05871050233792
5d27075f03f801723c2e360f,F2,5da7e524476f600006adce26,138.768,85.51313780328158
5d27075f03f801723c2e360f,F2,5dc22e9393f720000648688c,39.587,31.72572806158491
5d27075f03f801723c2e360f,F2,5da7e527aec4b20006154c49,38.687,46.72860481570342
5d27075f03f801723c2e360f,F2,5da7d1bf476f600006adcce4,85.052,100.11029261798829
5d27075f03f801723c2e360f,F2,5de0a58d91ec850006b9672a,69.96,10.524618927034854
5d27075f03f801723c2e360f,F2,5de0a58fbbb32e0006603c95,123.499,8.18318778155097
5d27075f03f801723c2e360f,F2,5da7f0c8aec4b20006154cb5,196.628,220.38968711602084
5d27075f03f801723c2e360f,F2,5da7f0baaec4b20006154cb3,35.736,37.42897365585988
5d27075f03f801723c2e360f,F2,5da7d16e476f600006adccdc,48.621,58.2264284670811
5d27075f03f801723c2e360f,F2,5da7e3b2aec4b20006154c07,74.839,59.76641130347597
5d27075f03f801723c2e360f,F2,5da7f0b6476f600006adce8d,131.445,111.72173941769546
5d27075f03f801723c2e360f,F2,5de0cd49bbb32e0006603ccf,138.88,16.910822550698583
5d27075f03f801723c2e360f,F2,5da97475b22e6f000797f7ab,42.008,31.466266526045445
5d27075f03f801723c2e360f,F2,5da7d143476f600006adccda,109.004,114.1761658263519
5d27075f03f801723c2e360f,F2,5da7f0aaaec4b20006154cae,71.767,74.47090091689644
5d27075f03f801723c2e360f,F2,5da7e466aec4b20006154c2e,81.455,52.94048646311649
5d27075f03f801723c2e360f,F2,5da7f11c476f600006adce9c,48.917,47.35488943492721
5d27075f03f801723c2e360f,F2,5dc2321206f7170006addc73,35.253,33.641943528035284
5d27075f03f801723c2e360f,F2,5dc26c5306f7170006adddc8,54.667,37.69971763925424
5d27075f03f801723c2e360f,F2,5dc26f1022dc4c00062ecd1f,37.529,33.34563265552052
5d27075f03f801723c2e360f,F2,5de0b2f791ec850006b9673e,82.678,17.89952676157814
5d27075f03f801723c2e360f,F2,5da96e2945eb0f0006d21373,55.306,38.46350636183972
5d27075f03f801723c2e360f,F2,5da98e3bdf065a00069be6d6,61.158,57.7987811705949
5d27075f03f801723c2e360f,F2,5de0cd4fbbb32e0006603cdb,127.698,18.249393540894054
5d27075f03f801723c2e360f,F2,5da7f80daec4b20006154d36,37.871,39.873593878311816
5d27075f03f801723c2e360f,F2,5da7e46eaec4b20006154c30,167.449,156.0818071997827
5d27075f03f801723c2e360f,F2,5de0a59391ec850006b9672e,78.967,11.555877997484245
5d27075f03f801723c2e360f,F2,5de0a58bbbb32e0006603c93,57.591,9.511319610616598
5d27075f03f801723c2e360f,F2,5da7f7fbaec4b20006154d30,208.389,185.6752558335926
5d27075f03f801723c2e360f,F2,5da7e4e5aec4b20006154c42,44.853,42.499161534951206
5d27075f03f801723c2e360f,F2,5da98de2df065a00069be6d4,48.555,39.607408912906635
5d27075f03f801723c2e360f,F2,5da98d46df065a00069be6c4,121.085,127.40609822485685
5d27075f03f801723c2e360f,F2,5da7f11a476f600006adce9a,30.662,38.784078006733424
5d27075f03f801723c2e360f,F2,5dc139794526c70006cc7ab9,54.403,47.47727806566837
5d27075f03f801723c2e360f,F2,5da98d5318410e00067e6764,35.007,43.05452018221437
5d27075f03f801723c2e360f,F2,5da96e3f45eb0f0006d2137b,41.093,34.09343809559453
5d27075f03f801723c2e360f,F2,5dc137e7bce0a000068ae7dc,48.916,42.085051669686884
5d27075f03f801723c2e360f,F2,5da7f11baec4b20006154cbf,51.484,63.691038016169216
5d27075f03f801723c2e360f,F2,5da96e4621769e0006e42693,63.068,61.724880235613455
5d27075f03f801723c2e360f,F2,5da96e2145eb0f0006d2136f,62.405,37.160660979206824
5d27075f03f801723c2e360f,F2,5da7e4d3aec4b20006154c3a,67.773,53.04757029600856
5d27075f03f801723c2e360f,F2,5da98d65df065a00069be6cc,48.332,57.462796278913615
5d27075f03f801723c2e360f,F2,5da96e1b45eb0f0006d2136d,74.68,46.34966008085901
5d27075f03f801723c2e360f,F2,5da7e3adaec4b20006154c05,35.186,36.22030670956119
5d27075f03f801723c2e360f,F2,5de0b2fdbbb32e0006603ca2,91.465,18.302950514040077
5d27075f03f801723c2e360f,F2,5da98dc7df065a00069be6d0,34.583,37.73698109369237
5d27075f03f801723c2e360f,F2,5dc2308706f7170006addc68,40.285,37.90831894825317
5d27075f03f801723c2e360f,F2,5da7f04baec4b20006154ca3,146.541,146.40990004818448
5d27075f03f801723c2e360f,F2,5da7d1ec476f600006adccec,60.948,46.827322691469305
5d27075f03f801723c2e360f,F2,5de0d212bbb32e0006603cf4,108.676,10.687413477976612
5d27075f03f801723c2e360f,F2,5da7f118aec4b20006154cbd,144.535,135.84000492565596
5d27075f03f801723c2e360f,F2,5da7e3ab476f600006adcdf5,130.824,120.91398256758373
5d27075f03f801723c2e360f,F2,5da7d1f7aec4b20006154afb,178.428,212.39762715069267
5d27075f03f801723c2e360f,F2,5da7d1c7aec4b20006154aed,100.544,93.54689481271161
5d27075f03f801723c2e360f,F2,5da7d166aec4b20006154ae9,75.987,77.17619447385681
5d27075f03f801723c2e360f,F2,5de0b2ff91ec850006b96748,92.926,16.83021796407509
5d27075f03f801723c2e360f,F2,5de0b2f591ec850006b9673c,93.714,18.636902505554517
5d27075f03f801723c2e360f,F2,5da96ecb45eb0f0006d2138b,37.944,18.14922792052846
5d27075f03f801723c2e360f,F2,5dc22f9793f7200006486899,64.192,54.77264313741668
5d27075f03f801723c2e360f,F2,5dc135c74526c70006cc7a8e,44.92,47.16711581345346
5d27075f03f801723c2e360f,F2,5de0cd54bbb32e0006603cdd,103.938,6.6614073855680145
5d27075f03f801723c2e360f,F2,5da7e4e1476f600006adce1d,67.291,45.939297301630106
5d27075f03f801723c2e360f,F2,5da7f842476f600006adcef8,63.249,68.59144666405986
5d27075f03f801723c2e360f,F2,5da7f054476f600006adce83,62.765,56.86742508433059
5d27075f03f801723c2e360f,F2,5de0cd5691ec850006b9677a,100.128,6.6614073855680145
5d27075f03f801723c2e360f,F2,5da7e469476f600006adce0c,93.852,72.07071987619696
5d27075f03f801723c2e360f,F2,5dc2321606f7170006addc75,66.629,51.679917144515834
5d27075f03f801723c2e360f,F2,5da7f805476f600006adcef4,64.108,65.93030781478386
5d27075f03f801723c2e360f,F2,5da98d3fdf065a00069be6c2,33.098,38.91532203417458
5d27075f03f801723c2e360f,F2,5da7d130aec4b20006154ae7,59.21,50.47532760830515
5d27075f03f801723c2e360f,F2,5da7d180476f600006adcce0,303.242,282.58820845747834
5d27075f03f801723c2e360f,F2,5da98d58df065a00069be6ca,46.16,49.00018542307658
5d27075f03f801723c2e360f,F2,5dc144a7bce0a000068ae834,40.635,32.182330612597205
5d27075f03f801723c2e360f,F2,5da7e4ed476f600006adce24,58.97,46.72860481570342
5d27075f03f801723c2e360f,F2,5de0cd5391ec850006b96778,150.976,32.06421025477627
5d27075f03f801723c2e360f,F2,5de0a59091ec850006b9672c,102.756,10.574729734093657
5d27075f03f801723c2e360f,F2,5da7d175aec4b20006154aeb,73.491,75.56297823440663
5d27075f03f801723c2e360f,F2,5da9747eb22e6f000797f7ad,39.802,30.566165286632074
5d27075f03f801723c2e360f,F2,5da98dcf18410e00067e676c,38.448,37.77088842397744
5d27075f03f801723c2e360f,F2,5dc144a84526c70006cc7aed,40.518,31.302199907437174
5d27075f03f801723c2e360f,F2,5da7f115476f600006adce98,210.591,171.16110525855456
5d27075f03f801723c2e360f,F2,5da97485b22e6f000797f7af,59.37,42.133912595670374
5d27075f03f801723c2e360f,F2,5da98dd918410e00067e676e,52.192,52.863433029435534
5d27075f03f801723c2e360f,F2,5dc26f0f06f7170006adde1e,38.425,36.5131997736123
5d27075f03f801723c2e360f,F2,5da96e3a21769e0006e4268f,44.499,28.175298781659748
5d27075f03f801723c2e360f,F2,5da7d1ea476f600006adccea,45.919,45.6603786723827
5d27075f03f801723c2e360f,F2,5da7e3db476f600006adcdfb,104.325,71.66865127100925
5d27075f03f801723c2e360f,F2,5de0a57f91ec850006b9671e,102.05,8.104066077334265
5d27075f03f801723c2e360f,F2,5de0cd4dbbb32e0006603cd9,66.398,13.397294333237586
5d27075f03f801723c2e360f,F2,5dc2320f93f72000064868a7,82.478,73.66765285320649
5d27075f03f801723c2e360f,F2,5dc26b2a22dc4c00062eccdf,64.732,57.14124707769335
5d27075f03f801723c2e360f,F2,5de0a58abbb32e0006603c91,87.05,14.341319236912073
5d27075f03f801723c2e360f,F2,5da7e45aaec4b20006154c2c,116.155,73.17000458632931
5d27075f03f801723c2e360f,F2,5dc14388bce0a000068ae825,57.681,43.64574132081929
5d27075f03f801723c2e360f,F2,5da7d12b476f600006adccd8,355.868,298.77150883269655
5d27075f03f801723c2e360f,F2,5de0a589bbb32e0006603c8f,97.61,32.06421025477627
5d27075f03f801723c2e360f,F2,5da7d172476f600006adccde,132.2,110.0203167580014
5d27075f03f801723c2e360f,F2,5da97515b22e6f000797f7c0,111.778,72.03208640268531
5d27075f03f801723c2e360f,F2,5da7e518aec4b20006154c46,60.701,43.243335231122295
5d27075f03f801723c2e360f,F2,5dc26a7d06f7170006addda9,36.602,31.939862766303424
5d27075f03f801723c2e360f,F2,5da98e45df065a00069be6d8,31.834,30.845339557391746
5d27075f03f801723c2e360f,F2,5da7e4d2476f600006adce15,112.982,90.0479574921346
5d27075f03f801723c2e360f,F2,5da856d2ae6cfc0006ca82ab,30.51,14.601082988926997
5d27075f03f801723c2e360f,F2,5de0b2fb91ec850006b96744,69.491,19.933136917367015
5d27075f03f801723c2e360f,F2,5dc22e9493f720000648688e,35.754,29.868897246725673
5d27075f03f801723c2e360f,F2,5dc26a7d06f7170006addda7,41.557,34.15408314783802
5d27075f03f801723c2e360f,F2,5da7f7e7476f600006adcef0,100.102,106.63029265571869
5d27075f03f801723c2e360f,F2,5da7e4e3476f600006adce1f,33.753,20.265366900107736
5d27075f03f801723c2e360f,F2,5dc2308493f72000064868a4,44.249,41.73547122320813
5d27075f03f801723c2e360f,F2,5da7f0b9476f600006adce8f,99.572,86.57008080606724
5d27075f03f801723c2e360f,F2,5da7d122aec4b20006154ae5,49.333,46.32048093278107
5d27075f03f801723c2e360f,F2,5de0b2f6bbb32e0006603c9e,55.858,8.316890969018164
5d27075f03f801723c2e360f,F2,5de0cd5191ec850006b96776,157.104,31.889248005464154
5d27075f03f801723c2e360f,F2,5de0a57ebbb32e0006603c87,91.433,11.988663845099682
5d27075f03f801723c2e360f,F2,5dc135c2bce0a000068ae7c8,36.975,38.20112887007111
5d27075f03f801723c2e360f,F2,5da7e3f3476f600006adce00,233.028,111.04458510041766
5d27075f03f801723c2e360f,F2,5da7d1e6476f600006adcce8,61.571,53.40485458388157
5d27075f03f801723c2e360f,F2,5de0a58791ec850006b96724,109.362,31.889248005464154
5d27075f03f801723c2e360f,F2,5da7f843476f600006adcefa,32.629,37.331494459718684
5d27075f03f801723c2e360f,F2,5de0a583bbb32e0006603c8b,117.358,22.452170640160812
5d27075f03f801723c2e360f,F2,5da7f868476f600006adcf00,248.532,196.73759360600388
5d27075f03f801723c2e360f,F2,5da7d120476f600006adccd6,109.284,107.95956737980978
5d27075f03f801723c2e360f,F2,5da98d6018410e00067e6766,95.967,113.41910997874095
5d27075f03f801723c2e360f,F2,5dc22d8693f720000648688a,107.925,72.30126554555034
5d27075f03f801723c2e360f,F2,5da7e3e2aec4b20006154c1c,83.31,50.48591390139741
5d27075f03f801723c2e360f,F2,5da7d1e0476f600006adcce6,77.343,75.88668851145252
5d27075f03f801723c2e360f,F2,5dc135c44526c70006cc7a8c,63.471,57.96816685919843
5d27075f03f801723c2e360f,F2,5da7f11daec4b20006154cc1,68.882,86.06042873693032
5d27075f03f801723c2e360f,F2,5de0a592bbb32e0006603c99,76.479,9.46005225421276
5d27075f03f801723c2e360f,F2,5da97509b22e6f000797f7b8,38.761,28.721618272088065
5d27075f03f801723c2e360f,F2,5de0a58291ec850006b96720,79.282,19.05871050233792
5d27075f03f801723c2e360f,F2,5da7d18e476f600006adcce2,45.344,34.381679687945315
5d27075f03f801723c2e360f,F2,5da7d22daec4b20006154b00,33.504,37.26603877537375
5d27075f03f801723c2e360f,F2,5de0a58691ec850006b96722,99.991,12.02843304296432
5d27075f03f801723c2e360f,F2,5de0a591bbb32e0006603c97,81.822,8.104066077334265
5d27075f03f801723c2e360f,F2,5dc26c4f06f7170006adddc6,52.837,31.274140716524386
5d27075f03f801723c2e360f,F2,5da7e3a7476f600006adcdf3,131.842,138.78412142578787
5d27075f03f801723c2e360f,F2,5da7e4db476f600006adce19,90.701,56.065202276200814
5d27075f03f801723c2e360f,F2,5da7f7a8aec4b20006154d2e,42.33,34.34588790492835
5d27075f03f801723c2e360f,F2,5da7d237476f600006adccf6,86.641,74.92047515216368
5d27075f03f801723c2e360f,F2,5dc26f0c06f7170006adde1a,60.619,51.73240012582484
